payment_id,order_id,user_id,method,provider,status,amount,processing_time_ms,error_code,created_at
PAY000022,ORD000022,U04810,credit_card,paystream_v2,success,31.80,154,,2024-12-15 09:27:57
PAY000023,ORD000023,U03244,paypal,paystream_v2,success,49.06,83,,2024-12-15 19:14:42
PAY000024,ORD000024,U03767,credit_card,paystream_v2,success,36.13,86,,2024-12-15 12:31:07
PAY000025,ORD000025,U03664,apple_pay,paystream_v2,success,59.56,159,,2024-12-15 09:15:00
PAY000026,ORD000026,U03237,credit_card,paystream_v2,success,44.69,102,,2024-12-15 12:37:07
PAY000027,ORD000027,U01366,apple_pay,paystream_v2,timeout,28.72,102,GATEWAY_TIMEOUT,2024-12-15 12:01:00
PAY000028,ORD000028,U04362,google_pay,paystream_v2,success,53.43,117,,2024-12-15 12:31:51
PAY000029,ORD000029,U02278,google_pay,paystream_v2,success,42.26,123,,2024-12-15 10:12:57
PAY000030,ORD000030,U00360,credit_card,paystream_v2,success,51.98,115,,2024-12-15 18:08:37
PAY000031,ORD000031,U02399,credit_card,paystream_v2,success,57.13,133,,2024-12-15 21:38:54
PAY000032,ORD000032,U04165,credit_card,paystream_v2,success,48.14,157,,2024-12-15 13:01:31
PAY000033,ORD000033,U03569,apple_pay,paystream_v2,success,52.42,115,,2024-12-15 11:28:02
PAY000034,ORD000034,U04035,credit_card,paystream_v2,success,48.00,160,,2024-12-15 20:31:19
PAY000035,ORD000035,U01442,credit_card,paystream_v2,success,32.44,134,,2024-12-15 18:40:52
PAY000036,ORD000036,U01994,credit_card,paystream_v2,success,37.67,85,,2024-12-15 13:55:05
PAY000037,ORD000037,U04630,paypal,paystream_v2,success,46.85,114,,2024-12-15 20:47:20
PAY000038,ORD000038,U03552,apple_pay,paystream_v2,success,34.67,133,,2024-12-15 09:48:34
PAY000039,ORD000039,U01690,google_pay,paystream_v2,success,27.33,124,,2024-12-15 12:14:40
PAY000040,ORD000040,U01056,apple_pay,paystream_v2,success,48.03,94,,2024-12-15 13:26:13
PAY000041,ORD000041,U03825,credit_card,paystream_v2,timeout,22.74,160,GATEWAY_TIMEOUT,2024-12-15 08:45:14
PAY000042,ORD000042,U03218,google_pay,paystream_v2,success,55.37,130,,2024-12-15 09:20:36
PAY000043,ORD000043,U00086,google_pay,paystream_v2,success,46.44,123,,2024-12-15 20:08:42
PAY000044,ORD000044,U01598,google_pay,paystream_v2,success,27.29,126,,2024-12-15 21:22:26
PAY000045,ORD000045,U04419,google_pay,paystream_v2,success,18.20,151,,2024-12-15 18:07:46
PAY000046,ORD000046,U03407,credit_card,paystream_v2,failed,32.09,80,GATEWAY_TIMEOUT,2024-12-15 11:35:37
PAY000047,ORD000047,U03003,credit_card,paystream_v2,success,55.14,100,,2024-12-15 20:19:23
PAY000048,ORD000048,U03774,credit_card,paystream_v2,success,56.43,106,,2024-12-15 22:48:52
PAY000049,ORD000049,U03532,credit_card,paystream_v2,success,47.38,109,,2024-12-15 20:30:25
PAY000050,ORD000050,U03335,apple_pay,paystream_v2,success,15.38,154,,2024-12-15 21:54:41
PAY000051,ORD000051,U04121,paypal,paystream_v2,success,29.83,114,,2024-12-15 09:31:23
PAY000052,ORD000052,U04890,apple_pay,paystream_v2,success,38.81,133,,2024-12-15 14:09:29
PAY000053,ORD000053,U02647,credit_card,paystream_v2,success,22.50,101,,2024-12-15 18:35:23
PAY000054,ORD000054,U02314,google_pay,paystream_v2,success,22.66,80,,2024-12-15 13:43:14
PAY000055,ORD000055,U02390,credit_card,paystream_v2,success,27.40,122,,2024-12-15 19:08:19
PAY000056,ORD000056,U04084,credit_card,paystream_v2,success,41.29,156,,2024-12-15 19:05:16
PAY000057,ORD000057,U01811,credit_card,paystream_v2,success,39.48,101,,2024-12-15 15:57:15
PAY000058,ORD000058,U00192,apple_pay,paystream_v2,success,19.88,102,,2024-12-15 20:16:42
PAY000059,ORD000059,U03348,apple_pay,paystream_v2,success,37.58,108,,2024-12-15 14:20:23
PAY000060,ORD000060,U02760,credit_card,paystream_v2,success,21.91,89,,2024-12-15 12:17:12
PAY000061,ORD000061,U04304,paypal,paystream_v2,success,30.59,150,,2024-12-15 14:20:04
PAY000062,ORD000062,U04976,credit_card,paystream_v2,success,54.59,119,,2024-12-15 14:45:59
PAY000063,ORD000063,U02277,paypal,paystream_v2,success,30.71,110,,2024-12-15 13:39:27
PAY000064,ORD000064,U01271,credit_card,paystream_v2,success,59.42,102,,2024-12-15 14:51:36
PAY000065,ORD000065,U04132,credit_card,paystream_v2,success,26.27,81,,2024-12-15 14:09:20
PAY000066,ORD000066,U02028,paypal,paystream_v2,success,46.16,145,,2024-12-15 19:07:49
PAY000067,ORD000067,U03818,credit_card,paystream_v2,success,20.80,84,,2024-12-15 21:19:40
PAY000068,ORD000068,U03922,google_pay,paystream_v2,success,41.64,135,,2024-12-15 21:59:34
PAY000069,ORD000069,U04081,apple_pay,paystream_v2,success,53.70,142,,2024-12-15 14:37:29
PAY000070,ORD000070,U04545,apple_pay,paystream_v2,success,47.71,90,,2024-12-15 23:05:52
PAY000071,ORD000071,U00641,credit_card,paystream_v2,success,59.46,128,,2024-12-15 14:04:38
PAY000072,ORD000072,U03781,paypal,paystream_v2,success,29.08,151,,2024-12-15 18:08:53
PAY000073,ORD000073,U04287,credit_card,paystream_v2,success,19.54,101,,2024-12-15 19:51:23
PAY000074,ORD000074,U03146,credit_card,paystream_v2,success,43.53,89,,2024-12-15 19:24:10
PAY000075,ORD000075,U04264,credit_card,paystream_v2,success,27.18,80,,2024-12-15 09:06:25
PAY000076,ORD000076,U03850,apple_pay,paystream_v2,success,43.45,128,,2024-12-15 10:43:22
PAY000077,ORD000077,U01494,apple_pay,paystream_v2,success,23.49,158,,2024-12-15 08:15:43
PAY000078,ORD000078,U01532,credit_card,paystream_v2,success,25.58,125,,2024-12-15 11:54:38
PAY000079,ORD000079,U04651,paypal,paystream_v2,success,17.95,105,,2024-12-15 09:09:56
PAY000080,ORD000080,U02846,credit_card,paystream_v2,success,48.89,126,,2024-12-15 14:23:00
PAY000081,ORD000081,U04138,credit_card,paystream_v2,success,24.56,108,,2024-12-15 21:32:03
PAY000082,ORD000082,U03360,credit_card,paystream_v2,success,42.36,94,,2024-12-15 08:17:00
PAY000083,ORD000083,U01908,credit_card,paystream_v2,success,16.08,142,,2024-12-15 13:06:42
PAY000084,ORD000084,U01291,google_pay,paystream_v2,success,29.78,146,,2024-12-15 21:08:48
PAY000085,ORD000085,U02439,credit_card,paystream_v2,success,43.94,152,,2024-12-15 12:16:28
PAY000086,ORD000086,U04133,credit_card,paystream_v2,success,34.97,111,,2024-12-15 10:20:19
PAY000087,ORD000087,U00594,credit_card,paystream_v2,success,36.07,81,,2024-12-15 21:26:27
PAY000088,ORD000088,U02334,apple_pay,paystream_v2,success,24.77,80,,2024-12-15 19:08:38
PAY000089,ORD000089,U04360,apple_pay,paystream_v2,success,17.30,86,,2024-12-15 06:03:59
PAY000090,ORD000090,U01140,credit_card,paystream_v2,success,52.37,130,,2024-12-15 11:03:27
PAY000091,ORD000091,U03138,apple_pay,paystream_v2,success,23.14,111,,2024-12-15 13:12:13
PAY000092,ORD000092,U04605,credit_card,paystream_v2,success,18.14,128,,2024-12-15 20:55:02
PAY000093,ORD000093,U01093,apple_pay,paystream_v2,success,42.02,136,,2024-12-15 13:38:15
PAY000094,ORD000094,U04376,google_pay,paystream_v2,success,29.18,140,,2024-12-15 07:18:51
PAY000095,ORD000095,U00867,credit_card,paystream_v2,success,57.32,86,,2024-12-15 09:53:59
PAY000096,ORD000096,U04748,google_pay,paystream_v2,success,47.47,125,,2024-12-15 07:00:45
PAY000097,ORD000097,U02391,credit_card,paystream_v2,success,32.72,118,,2024-12-15 12:18:16
PAY000098,ORD000098,U01526,apple_pay,paystream_v2,success,50.02,121,,2024-12-15 13:05:16
PAY000099,ORD000099,U00069,apple_pay,paystream_v2,success,17.54,132,,2024-12-15 09:56:28
PAY000100,ORD000100,U04732,apple_pay,paystream_v2,success,29.36,116,,2024-12-15 04:40:32
PAY000101,ORD000101,U04762,credit_card,paystream_v2,success,56.48,110,,2024-12-15 14:03:38
PAY000102,ORD000102,U00957,credit_card,paystream_v2,success,48.78,143,,2024-12-15 01:37:02
PAY000103,ORD000103,U03476,credit_card,paystream_v2,success,24.53,94,,2024-12-15 12:46:55
PAY000104,ORD000104,U04500,credit_card,paystream_v2,success,54.81,108,,2024-12-15 12:26:07
PAY000105,ORD000105,U03025,google_pay,paystream_v2,success,28.91,127,,2024-12-15 02:18:17
PAY000106,ORD000106,U03355,credit_card,paystream_v2,success,24.91,107,,2024-12-15 20:22:41
PAY000107,ORD000107,U04210,google_pay,paystream_v2,success,33.59,98,,2024-12-15 11:52:49
PAY000108,ORD000108,U02837,apple_pay,paystream_v2,success,33.49,160,,2024-12-15 08:20:31
PAY000109,ORD000109,U00666,apple_pay,paystream_v2,success,31.49,158,,2024-12-15 20:31:25
PAY000110,ORD000110,U02166,credit_card,paystream_v2,success,46.66,121,,2024-12-15 21:26:20
PAY000111,ORD000111,U00067,credit_card,paystream_v2,success,50.35,80,,2024-12-15 19:59:14
PAY000112,ORD000112,U02455,google_pay,paystream_v2,success,29.16,119,,2024-12-15 20:47:17
PAY000113,ORD000113,U03512,credit_card,paystream_v2,success,18.97,117,,2024-12-15 09:56:08
PAY000114,ORD000114,U02548,apple_pay,paystream_v2,success,30.89,125,,2024-12-15 17:53:46
PAY000115,ORD000115,U01242,paypal,paystream_v2,success,36.81,152,,2024-12-15 11:18:09
PAY000116,ORD000116,U01570,paypal,paystream_v2,success,17.58,110,,2024-12-15 13:34:04
PAY000117,ORD000117,U04610,credit_card,paystream_v2,success,23.05,83,,2024-12-15 08:39:49
PAY000118,ORD000118,U01433,credit_card,paystream_v2,success,55.16,126,,2024-12-15 16:10:38
PAY000119,ORD000119,U00186,google_pay,paystream_v2,success,47.23,139,,2024-12-15 22:19:36
PAY000120,ORD000120,U01270,credit_card,paystream_v2,success,26.71,153,,2024-12-15 13:41:42
PAY000121,ORD000121,U01833,credit_card,paystream_v2,success,42.16,131,,2024-12-15 13:59:13
PAY000122,ORD000122,U03649,google_pay,paystream_v2,success,48.82,134,,2024-12-15 18:01:03
PAY000123,ORD000123,U02254,credit_card,paystream_v2,success,22.01,134,,2024-12-15 13:25:24
PAY000124,ORD000124,U03831,credit_card,paystream_v2,success,24.99,106,,2024-12-15 20:43:36
PAY000125,ORD000125,U01156,google_pay,paystream_v2,success,33.38,144,,2024-12-15 18:22:57
PAY000126,ORD000126,U02890,credit_card,paystream_v2,success,30.09,134,,2024-12-15 19:27:10
PAY000127,ORD000127,U04402,google_pay,paystream_v2,success,31.97,130,,2024-12-15 20:13:51
PAY000128,ORD000128,U00722,credit_card,paystream_v2,success,35.16,158,,2024-12-15 14:40:19
PAY000129,ORD000129,U04922,google_pay,paystream_v2,success,56.48,95,,2024-12-15 16:10:30
PAY000130,ORD000130,U03796,credit_card,paystream_v2,failed,27.17,87,CARD_DECLINED,2024-12-15 19:43:15
PAY000131,ORD000131,U02391,apple_pay,paystream_v2,success,33.73,85,,2024-12-15 12:59:19
PAY000132,ORD000132,U04122,credit_card,paystream_v2,failed,18.91,135,PAYMENT_PROVIDER_ERROR,2024-12-15 12:32:25
PAY000133,ORD000133,U03630,credit_card,paystream_v2,success,48.25,116,,2024-12-15 14:30:39
PAY000134,ORD000134,U01391,credit_card,paystream_v2,success,42.18,124,,2024-12-15 21:48:15
PAY000135,ORD000135,U04424,credit_card,paystream_v2,success,44.25,121,,2024-12-15 12:33:27
PAY000136,ORD000136,U01810,credit_card,paystream_v2,success,51.00,84,,2024-12-15 11:03:54
PAY000137,ORD000137,U02947,paypal,paystream_v2,failed,46.29,116,CARD_DECLINED,2024-12-15 07:15:34
PAY000138,ORD000138,U03716,apple_pay,paystream_v2,success,48.35,93,,2024-12-15 13:04:51
PAY000139,ORD000139,U01920,apple_pay,paystream_v2,success,58.45,115,,2024-12-15 19:40:39
PAY000140,ORD000140,U00013,google_pay,paystream_v2,success,49.92,120,,2024-12-15 09:51:01
PAY000141,ORD000141,U02011,apple_pay,paystream_v2,success,37.55,84,,2024-12-15 03:40:09
PAY000142,ORD000142,U00977,apple_pay,paystream_v2,success,21.84,99,,2024-12-15 10:52:52
PAY000143,ORD000143,U02023,apple_pay,paystream_v2,success,18.00,106,,2024-12-15 16:11:05
PAY000144,ORD000144,U00450,credit_card,paystream_v2,failed,26.00,151,CARD_DECLINED,2024-12-15 21:30:11
PAY000145,ORD000145,U01095,credit_card,paystream_v2,success,43.01,124,,2024-12-15 21:15:06
PAY000146,ORD000146,U02507,google_pay,paystream_v2,success,43.60,159,,2024-12-15 15:44:00
PAY000147,ORD000147,U00056,paypal,paystream_v2,success,19.73,105,,2024-12-15 23:47:05
PAY000148,ORD000148,U01973,credit_card,paystream_v2,success,52.93,81,,2024-12-15 20:11:18
PAY000149,ORD000149,U02748,credit_card,paystream_v2,success,26.57,135,,2024-12-15 20:58:49
PAY000150,ORD000150,U02085,credit_card,paystream_v2,success,29.07,132,,2024-12-15 11:39:07
PAY000151,ORD000151,U00576,apple_pay,paystream_v2,success,46.05,90,,2024-12-15 08:09:34
PAY000152,ORD000152,U04691,credit_card,paystream_v2,success,52.97,82,,2024-12-15 17:42:46
PAY000153,ORD000153,U00046,credit_card,paystream_v2,success,56.99,136,,2024-12-15 17:36:41
PAY000154,ORD000154,U01930,apple_pay,paystream_v2,success,20.10,89,,2024-12-15 01:23:55
PAY000155,ORD000155,U03943,credit_card,paystream_v2,success,23.01,131,,2024-12-15 14:08:43
PAY000156,ORD000156,U01948,google_pay,paystream_v2,success,47.01,154,,2024-12-15 12:41:55
PAY000157,ORD000157,U01572,paypal,paystream_v2,success,24.91,124,,2024-12-15 13:22:46
PAY000158,ORD000158,U04969,apple_pay,paystream_v2,success,24.68,138,,2024-12-15 14:01:06
PAY000159,ORD000159,U00460,google_pay,paystream_v2,success,35.07,121,,2024-12-15 20:59:29
PAY000160,ORD000160,U04115,google_pay,paystream_v2,success,33.51,93,,2024-12-15 16:11:20
PAY000161,ORD000161,U01769,apple_pay,paystream_v2,success,32.86,160,,2024-12-15 09:28:14
PAY000162,ORD000162,U00918,credit_card,paystream_v2,success,16.84,118,,2024-12-15 07:43:51
PAY000163,ORD000163,U01792,credit_card,paystream_v2,failed,43.83,129,PAYMENT_PROVIDER_ERROR,2024-12-15 22:00:23
PAY000164,ORD000164,U00426,google_pay,paystream_v2,success,38.49,151,,2024-12-15 06:21:01
PAY000165,ORD000165,U03054,apple_pay,paystream_v2,timeout,38.74,120,GATEWAY_TIMEOUT,2024-12-15 09:18:26
PAY000166,ORD000166,U02317,credit_card,paystream_v2,success,25.47,157,,2024-12-15 11:28:39
PAY000167,ORD000167,U04079,credit_card,paystream_v2,success,40.16,130,,2024-12-15 23:41:28
PAY000168,ORD000168,U02811,credit_card,paystream_v2,success,30.29,116,,2024-12-15 12:45:57
PAY000169,ORD000169,U04701,credit_card,paystream_v2,success,34.88,116,,2024-12-15 16:28:15
PAY000170,ORD000170,U00670,credit_card,paystream_v2,failed,23.43,157,PAYMENT_PROVIDER_ERROR,2024-12-15 20:35:58
PAY000171,ORD000171,U00105,apple_pay,paystream_v2,success,19.86,125,,2024-12-15 06:12:16
PAY000172,ORD000172,U01819,apple_pay,paystream_v2,success,39.04,96,,2024-12-15 17:02:23
PAY000173,ORD000173,U02905,credit_card,paystream_v2,success,33.06,134,,2024-12-15 18:40:45
PAY000174,ORD000174,U04449,credit_card,paystream_v2,success,51.09,141,,2024-12-15 13:42:25
PAY000175,ORD000175,U03326,credit_card,paystream_v2,success,40.50,150,,2024-12-15 15:12:40
PAY000176,ORD000176,U00876,credit_card,paystream_v2,success,52.33,154,,2024-12-15 18:01:19
PAY000177,ORD000177,U02969,credit_card,paystream_v2,success,18.61,118,,2024-12-15 23:33:07
PAY000178,ORD000178,U00691,google_pay,paystream_v2,success,59.86,144,,2024-12-15 11:58:21
PAY000179,ORD000179,U02745,paypal,paystream_v2,success,33.10,99,,2024-12-15 21:37:55
PAY000180,ORD000180,U02568,apple_pay,paystream_v2,failed,32.96,154,GATEWAY_TIMEOUT,2024-12-15 14:36:09
PAY000181,ORD000181,U02466,credit_card,paystream_v2,success,28.79,83,,2024-12-15 21:55:29
PAY000182,ORD000182,U00224,google_pay,paystream_v2,success,54.79,122,,2024-12-15 15:16:45
PAY000183,ORD000183,U04976,paypal,paystream_v2,timeout,28.74,83,GATEWAY_TIMEOUT,2024-12-15 09:29:42
PAY000184,ORD000184,U01772,credit_card,paystream_v2,success,21.69,143,,2024-12-15 12:37:41
PAY000185,ORD000185,U02902,google_pay,paystream_v2,success,38.59,117,,2024-12-15 19:23:45
PAY000186,ORD000186,U00936,credit_card,paystream_v2,success,58.08,110,,2024-12-15 20:12:13
PAY000187,ORD000187,U01881,credit_card,paystream_v2,success,36.27,121,,2024-12-15 01:44:57
PAY000188,ORD000188,U02286,apple_pay,paystream_v2,success,37.64,103,,2024-12-15 10:38:51
PAY000189,ORD000189,U04247,paypal,paystream_v2,success,27.88,144,,2024-12-15 08:29:15
PAY000190,ORD000190,U01281,google_pay,paystream_v2,success,47.53,84,,2024-12-15 18:08:45
PAY000191,ORD000191,U00753,credit_card,paystream_v2,success,47.99,151,,2024-12-15 13:10:50
PAY000192,ORD000192,U02433,paypal,paystream_v2,success,30.01,120,,2024-12-15 10:15:54
PAY000193,ORD000193,U00030,credit_card,paystream_v2,success,43.38,96,,2024-12-15 08:27:12
PAY000194,ORD000194,U00589,paypal,paystream_v2,success,26.78,151,,2024-12-15 07:25:44
PAY000195,ORD000195,U03250,credit_card,paystream_v2,success,58.75,138,,2024-12-15 12:51:55
PAY000196,ORD000196,U02331,credit_card,paystream_v2,success,54.91,80,,2024-12-15 13:18:17
PAY000197,ORD000197,U03447,credit_card,paystream_v2,success,20.27,151,,2024-12-15 18:19:13
PAY000198,ORD000198,U02771,credit_card,paystream_v2,success,18.78,146,,2024-12-15 12:56:36
PAY000199,ORD000199,U03154,apple_pay,paystream_v2,success,43.87,130,,2024-12-15 20:40:35
PAY000200,ORD000200,U01654,google_pay,paystream_v2,success,53.53,141,,2024-12-15 12:32:07
PAY000201,ORD000201,U00368,credit_card,paystream_v2,success,43.08,144,,2024-12-15 21:17:48
PAY000202,ORD000202,U03362,google_pay,paystream_v2,success,55.59,86,,2024-12-15 11:37:38
PAY000203,ORD000203,U02266,credit_card,paystream_v2,success,26.39,114,,2024-12-15 12:41:58
PAY000204,ORD000204,U02884,credit_card,paystream_v2,success,31.86,97,,2024-12-15 20:23:15
PAY000205,ORD000205,U00314,paypal,paystream_v2,success,29.22,131,,2024-12-15 12:41:04
PAY000206,ORD000206,U01221,credit_card,paystream_v2,success,36.60,88,,2024-12-15 21:57:15
PAY000207,ORD000207,U04392,credit_card,paystream_v2,success,22.72,107,,2024-12-15 10:04:01
PAY000208,ORD000208,U00516,credit_card,paystream_v2,success,26.29,160,,2024-12-15 21:15:47
PAY000209,ORD000209,U03533,credit_card,paystream_v2,success,52.17,156,,2024-12-15 09:13:47
PAY000210,ORD000210,U00686,apple_pay,paystream_v2,failed,43.44,89,PAYMENT_PROVIDER_ERROR,2024-12-15 13:47:37
PAY000211,ORD000211,U00254,apple_pay,paystream_v2,success,51.41,158,,2024-12-15 13:47:28
PAY000212,ORD000212,U03167,credit_card,paystream_v2,success,54.64,108,,2024-12-15 20:04:33
PAY000213,ORD000213,U03128,paypal,paystream_v2,success,43.30,82,,2024-12-15 00:04:54
PAY000214,ORD000214,U02410,credit_card,paystream_v2,failed,30.75,84,GATEWAY_TIMEOUT,2024-12-15 08:10:20
PAY000215,ORD000215,U01781,credit_card,paystream_v2,failed,33.69,85,PAYMENT_PROVIDER_ERROR,2024-12-15 11:03:11
PAY000216,ORD000216,U02469,credit_card,paystream_v2,success,40.11,80,,2024-12-15 14:50:55
PAY000217,ORD000217,U01259,credit_card,paystream_v2,success,21.01,112,,2024-12-15 06:25:56
PAY000218,ORD000218,U02821,apple_pay,paystream_v2,success,31.74,157,,2024-12-15 17:48:24
PAY000219,ORD000219,U04533,google_pay,paystream_v2,success,48.86,159,,2024-12-15 20:10:02
PAY000220,ORD000220,U03396,credit_card,paystream_v2,success,27.87,114,,2024-12-15 11:16:25
PAY000221,ORD000221,U04497,credit_card,paystream_v2,success,52.90,160,,2024-12-15 18:34:58
PAY000222,ORD000222,U03350,credit_card,paystream_v2,success,31.57,159,,2024-12-15 21:20:47
PAY000223,ORD000223,U04817,paypal,paystream_v2,success,27.30,153,,2024-12-15 18:44:27
PAY000224,ORD000224,U04633,credit_card,paystream_v2,success,49.42,118,,2024-12-15 16:01:21
PAY000225,ORD000225,U04513,credit_card,paystream_v2,success,36.12,138,,2024-12-15 17:54:53
PAY000226,ORD000226,U04187,credit_card,paystream_v2,success,15.71,124,,2024-12-15 17:02:23
PAY000227,ORD000227,U03333,credit_card,paystream_v2,success,47.84,116,,2024-12-15 11:49:17
PAY000228,ORD000228,U01185,credit_card,paystream_v2,success,17.51,126,,2024-12-15 22:27:47
PAY000229,ORD000229,U01272,credit_card,paystream_v2,success,31.00,133,,2024-12-15 13:40:24
PAY000230,ORD000230,U00143,credit_card,paystream_v2,success,33.86,141,,2024-12-15 18:58:58
PAY000231,ORD000231,U04607,apple_pay,paystream_v2,success,53.04,161,,2024-12-15 07:05:32
PAY000232,ORD000232,U03666,credit_card,paystream_v2,success,44.85,118,,2024-12-15 20:18:58
PAY000233,ORD000233,U00222,paypal,paystream_v2,success,53.46,131,,2024-12-15 11:32:22
PAY000234,ORD000234,U03167,credit_card,paystream_v2,success,25.54,121,,2024-12-15 10:10:51
PAY000235,ORD000235,U02298,credit_card,paystream_v2,success,49.78,105,,2024-12-15 22:21:02
PAY000236,ORD000236,U03753,credit_card,paystream_v2,success,56.45,146,,2024-12-15 19:20:29
PAY000237,ORD000237,U02479,paypal,paystream_v2,success,40.21,148,,2024-12-15 19:46:58
PAY000238,ORD000238,U01841,google_pay,paystream_v2,success,22.67,98,,2024-12-15 21:47:35
PAY000239,ORD000239,U02167,credit_card,paystream_v2,success,50.69,155,,2024-12-15 05:42:31
PAY000240,ORD000240,U03983,paypal,paystream_v2,success,53.34,82,,2024-12-15 16:40:58
PAY000241,ORD000241,U02637,apple_pay,paystream_v2,success,45.85,87,,2024-12-15 13:56:10
PAY000242,ORD000242,U03736,paypal,paystream_v2,success,26.47,101,,2024-12-15 22:36:39
PAY000243,ORD000243,U00598,credit_card,paystream_v2,success,44.91,151,,2024-12-15 04:00:03
PAY000244,ORD000244,U04206,google_pay,paystream_v2,success,30.41,157,,2024-12-15 21:18:09
PAY000245,ORD000245,U03055,credit_card,paystream_v2,success,55.00,109,,2024-12-15 18:21:04
PAY000246,ORD000246,U01110,google_pay,paystream_v2,success,57.37,126,,2024-12-15 12:15:21
PAY000247,ORD000247,U02714,apple_pay,paystream_v2,success,18.16,160,,2024-12-15 13:10:01
PAY000248,ORD000248,U04822,credit_card,paystream_v2,success,21.33,160,,2024-12-15 11:16:56
PAY000249,ORD000249,U00672,apple_pay,paystream_v2,success,41.95,132,,2024-12-15 10:09:33
PAY000250,ORD000250,U03603,credit_card,paystream_v2,success,59.85,92,,2024-12-15 09:13:44
PAY000251,ORD000251,U01575,credit_card,paystream_v2,success,47.04,136,,2024-12-15 13:51:56
PAY000252,ORD000252,U00261,credit_card,paystream_v2,success,24.10,108,,2024-12-15 20:14:03
PAY000253,ORD000253,U02089,credit_card,paystream_v2,success,27.66,146,,2024-12-15 11:26:41
PAY000254,ORD000254,U02214,credit_card,paystream_v2,success,44.92,140,,2024-12-15 17:58:12
PAY000255,ORD000255,U04450,paypal,paystream_v2,success,39.31,137,,2024-12-15 18:04:02
PAY000256,ORD000256,U02316,google_pay,paystream_v2,success,47.62,80,,2024-12-15 13:29:50
PAY000257,ORD000257,U01313,credit_card,paystream_v2,success,30.39,138,,2024-12-15 12:22:22
PAY000258,ORD000258,U00572,apple_pay,paystream_v2,failed,26.26,119,INSUFFICIENT_FUNDS,2024-12-15 08:21:51
PAY000259,ORD000259,U01299,paypal,paystream_v2,success,31.12,153,,2024-12-15 08:57:03
PAY000260,ORD000260,U01925,credit_card,paystream_v2,success,29.18,117,,2024-12-15 20:34:39
PAY000261,ORD000261,U00738,credit_card,paystream_v2,success,46.10,124,,2024-12-15 22:05:13
PAY000262,ORD000262,U00680,credit_card,paystream_v2,success,58.82,152,,2024-12-15 12:50:01
PAY000263,ORD000263,U00779,google_pay,paystream_v2,success,26.27,96,,2024-12-15 19:27:00
PAY000264,ORD000264,U02690,credit_card,paystream_v2,success,19.78,119,,2024-12-15 08:52:19
PAY000265,ORD000265,U04797,apple_pay,paystream_v2,success,34.66,89,,2024-12-15 21:26:18
PAY000266,ORD000266,U01333,google_pay,paystream_v2,success,59.49,147,,2024-12-15 13:56:53
PAY000267,ORD000267,U02341,credit_card,paystream_v2,success,17.45,143,,2024-12-15 05:36:20
PAY000268,ORD000268,U04754,credit_card,paystream_v2,success,30.52,121,,2024-12-15 09:47:51
PAY000269,ORD000269,U02026,credit_card,paystream_v2,success,42.90,90,,2024-12-15 19:10:23
PAY000270,ORD000270,U02923,google_pay,paystream_v2,success,38.88,138,,2024-12-15 16:05:37
PAY000271,ORD000271,U04590,credit_card,paystream_v2,success,41.53,157,,2024-12-15 20:22:05
PAY000272,ORD000272,U03170,credit_card,paystream_v2,success,41.21,157,,2024-12-15 18:17:20
