order_id,user_id,restaurant_id,order_status,total_amount,platform,created_at
ORD000182,U00224,R0009,completed,54.79,android,2024-12-15 15:16:45
ORD000183,U04976,R0015,completed,28.74,web,2024-12-15 09:29:42
ORD000184,U01772,R0047,completed,21.69,ios,2024-12-15 12:37:41
ORD000185,U02902,R0018,completed,38.59,android,2024-12-15 19:23:45
ORD000186,U00936,R0030,completed,58.08,android,2024-12-15 20:12:13
ORD000187,U01881,R0045,completed,36.27,android,2024-12-15 01:44:57
ORD000188,U02286,R0037,completed,37.64,ios,2024-12-15 10:38:51
ORD000189,U04247,R0025,completed,27.88,android,2024-12-15 08:29:15
ORD000190,U01281,R0021,completed,47.53,android,2024-12-15 18:08:45
ORD000191,U00753,R0036,completed,47.99,ios,2024-12-15 13:10:50
ORD000192,U02433,R0016,completed,30.01,web,2024-12-15 10:15:54
ORD000193,U00030,R0025,cancelled,43.38,ios,2024-12-15 08:27:12
ORD000194,U00589,R0008,completed,26.78,ios,2024-12-15 07:25:44
ORD000195,U03250,R0012,completed,58.75,ios,2024-12-15 12:51:55
ORD000196,U02331,R0012,cancelled,54.91,android,2024-12-15 13:18:17
ORD000197,U03447,R0046,completed,20.27,ios,2024-12-15 18:19:13
ORD000198,U02771,R0010,cancelled,18.78,ios,2024-12-15 12:56:36
ORD000199,U03154,R0031,cancelled,43.87,ios,2024-12-15 20:40:35
ORD000200,U01654,R0012,completed,53.53,android,2024-12-15 12:32:07
ORD000201,U00368,R0011,cancelled,43.08,web,2024-12-15 21:17:48
ORD000202,U03362,R0012,completed,55.59,android,2024-12-15 11:37:38
ORD000203,U02266,R0012,completed,26.39,web,2024-12-15 12:41:58
ORD000204,U02884,R0032,completed,31.86,android,2024-12-15 20:23:15
ORD000205,U00314,R0030,cancelled,29.22,web,2024-12-15 12:41:04
ORD000206,U01221,R0018,completed,36.60,android,2024-12-15 21:57:15
ORD000207,U04392,R0036,completed,22.72,ios,2024-12-15 10:04:01
ORD000208,U00516,R0009,completed,26.29,android,2024-12-15 21:15:47
ORD000209,U03533,R0044,completed,52.17,android,2024-12-15 09:13:47
ORD000210,U00686,R0018,failed,43.44,ios,2024-12-15 13:47:37
ORD000211,U00254,R0025,completed,51.41,ios,2024-12-15 13:47:28
ORD000212,U03167,R0007,cancelled,54.64,web,2024-12-15 20:04:33
ORD000213,U03128,R0045,completed,43.30,web,2024-12-15 00:04:54
ORD000214,U02410,R0006,failed,30.75,android,2024-12-15 08:10:20
ORD000215,U01781,R0006,failed,33.69,ios,2024-12-15 11:03:11
ORD000216,U02469,R0011,completed,40.11,web,2024-12-15 14:50:55
ORD000217,U01259,R0041,completed,21.01,android,2024-12-15 06:25:56
ORD000218,U02821,R0010,completed,31.74,ios,2024-12-15 17:48:24
ORD000219,U04533,R0041,completed,48.86,android,2024-12-15 20:10:02
ORD000220,U03396,R0005,completed,27.87,web,2024-12-15 11:16:25
ORD000221,U04497,R0015,cancelled,52.90,ios,2024-12-15 18:34:58
ORD000222,U03350,R0038,completed,31.57,ios,2024-12-15 21:20:47
ORD000223,U04817,R0039,completed,27.30,android,2024-12-15 18:44:27
ORD000224,U04633,R0045,completed,49.42,ios,2024-12-15 16:01:21
ORD000225,U04513,R0037,completed,36.12,ios,2024-12-15 17:54:53
ORD000226,U04187,R0028,completed,15.71,ios,2024-12-15 17:02:23
ORD000227,U03333,R0018,completed,47.84,android,2024-12-15 11:49:17
ORD000228,U01185,R0037,completed,17.51,web,2024-12-15 22:27:47
ORD000229,U01272,R0034,completed,31.00,ios,2024-12-15 13:40:24
ORD000230,U00143,R0040,completed,33.86,ios,2024-12-15 18:58:58
ORD000231,U04607,R0021,completed,53.04,ios,2024-12-15 07:05:32
ORD000232,U03666,R0011,completed,44.85,ios,2024-12-15 20:18:58
ORD000233,U00222,R0009,completed,53.46,ios,2024-12-15 11:32:22
ORD000234,U03167,R0041,completed,25.54,web,2024-12-15 10:10:51
ORD000235,U02298,R0031,completed,49.78,ios,2024-12-15 22:21:02
ORD000236,U03753,R0027,completed,56.45,web,2024-12-15 19:20:29
ORD000237,U02479,R0017,completed,40.21,web,2024-12-15 19:46:58
ORD000238,U01841,R0005,completed,22.67,android,2024-12-15 21:47:35
ORD000239,U02167,R0030,completed,50.69,web,2024-12-15 05:42:31
ORD000240,U03983,R0011,completed,53.34,web,2024-12-15 16:40:58
ORD000241,U02637,R0037,completed,45.85,ios,2024-12-15 13:56:10
ORD000242,U03736,R0032,completed,26.47,ios,2024-12-15 22:36:39
ORD000243,U00598,R0015,completed,44.91,ios,2024-12-15 04:00:03
ORD000244,U04206,R0006,completed,30.41,android,2024-12-15 21:18:09
ORD000245,U03055,R0031,completed,55.00,ios,2024-12-15 18:21:04
ORD000246,U01110,R0044,completed,57.37,android,2024-12-15 12:15:21
ORD000247,U02714,R0027,cancelled,18.16,ios,2024-12-15 13:10:01
ORD000248,U04822,R0023,completed,21.33,ios,2024-12-15 11:16:56
ORD000249,U00672,R0034,completed,41.95,ios,2024-12-15 10:09:33
ORD000250,U03603,R0023,completed,59.85,ios,2024-12-15 09:13:44
ORD000251,U01575,R0007,completed,47.04,android,2024-12-15 13:51:56
ORD000252,U00261,R0016,completed,24.10,web,2024-12-15 20:14:03
ORD000253,U02089,R0019,completed,27.66,android,2024-12-15 11:26:41
ORD000254,U02214,R0004,completed,44.92,web,2024-12-15 17:58:12
ORD000255,U04450,R0036,completed,39.31,ios,2024-12-15 18:04:02
ORD000256,U02316,R0032,completed,47.62,android,2024-12-15 13:29:50
ORD000257,U01313,R0027,completed,30.39,android,2024-12-15 12:22:22
ORD000258,U00572,R0014,completed,26.26,ios,2024-12-15 08:21:51
ORD000259,U01299,R0013,completed,31.12,web,2024-12-15 08:57:03
ORD000260,U01925,R0037,completed,29.18,ios,2024-12-15 20:34:39
ORD000261,U00738,R0013,cancelled,46.10,android,2024-12-15 22:05:13
ORD000262,U00680,R0020,completed,58.82,ios,2024-12-15 12:50:01
ORD000263,U00779,R0025,completed,26.27,android,2024-12-15 19:27:00
ORD000264,U02690,R0046,completed,19.78,ios,2024-12-15 08:52:19
ORD000265,U04797,R0031,cancelled,34.66,ios,2024-12-15 21:26:18
ORD000266,U01333,R0048,completed,59.49,android,2024-12-15 13:56:53
ORD000267,U02341,R0016,completed,17.45,web,2024-12-15 05:36:20
ORD000268,U04754,R0011,completed,30.52,web,2024-12-15 09:47:51
ORD000269,U02026,R0033,completed,42.90,android,2024-12-15 19:10:23
ORD000270,U02923,R0017,completed,38.88,android,2024-12-15 16:05:37
ORD000271,U04590,R0046,completed,41.53,android,2024-12-15 20:22:05
ORD000272,U03170,R0040,completed,41.21,ios,2024-12-15 18:17:20
ORD000273,U02046,R0043,completed,59.99,web,2024-12-15 13:49:20
ORD000274,U00057,R0002,completed,26.60,ios,2024-12-15 09:55:09
ORD000275,U04548,R0048,completed,38.68,web,2024-12-15 12:16:31
ORD000276,U04063,R0005,completed,37.59,web,2024-12-15 14:43:22
ORD000277,U00692,R0044,completed,28.56,android,2024-12-15 04:59:39
ORD000278,U01264,R0028,completed,37.05,android,2024-12-15 22:57:02
ORD000279,U02768,R0045,completed,16.25,android,2024-12-15 11:04:29
ORD000280,U03952,R0003,completed,52.29,android,2024-12-15 11:54:27
ORD000281,U02350,R0007,completed,33.61,ios,2024-12-15 11:47:31
ORD000282,U00705,R0044,completed,48.56,android,2024-12-15 11:30:20
ORD000283,U02505,R0023,cancelled,27.99,web,2024-12-15 14:58:42
ORD000284,U04493,R0009,completed,49.21,web,2024-12-15 14:57:32
ORD000285,U00877,R0023,completed,45.60,ios,2024-12-15 21:33:59
ORD000286,U01917,R0023,cancelled,48.42,android,2024-12-15 12:53:26
ORD000287,U00445,R0027,completed,33.66,android,2024-12-15 21:02:36
ORD000288,U02247,R0025,completed,26.29,ios,2024-12-15 12:56:23
ORD000289,U03898,R0008,cancelled,53.86,ios,2024-12-15 10:21:26
ORD000290,U00956,R0009,completed,26.74,web,2024-12-15 06:09:23
ORD000291,U03807,R0005,cancelled,41.71,ios,2024-12-15 09:45:27
ORD000292,U02335,R0048,completed,55.14,web,2024-12-15 19:56:24
ORD000293,U03028,R0020,completed,38.65,android,2024-12-15 20:40:38
ORD000294,U03838,R0013,completed,18.84,web,2024-12-15 10:22:10
ORD000295,U00270,R0017,completed,46.89,android,2024-12-15 20:11:11
ORD000296,U04524,R0037,completed,47.93,android,2024-12-15 08:00:07
ORD000297,U02691,R0026,completed,41.39,ios,2024-12-15 01:31:24
ORD000298,U01052,R0049,completed,42.27,ios,2024-12-15 14:27:15
ORD000299,U03799,R0042,completed,15.76,android,2024-12-15 18:14:51
ORD000300,U03976,R0010,failed,22.82,ios,2024-12-15 09:26:30
ORD000301,U03335,R0032,completed,35.46,ios,2024-12-15 19:10:49
ORD000302,U01704,R0005,completed,15.08,android,2024-12-15 00:45:02
ORD000303,U01521,R0031,completed,24.15,ios,2024-12-15 08:49:33
ORD000304,U04193,R0020,completed,53.92,ios,2024-12-15 10:50:20
ORD000305,U02151,R0022,cancelled,52.76,ios,2024-12-15 15:44:48
ORD000306,U02286,R0035,completed,15.15,ios,2024-12-15 20:43:45
ORD000307,U01838,R0033,completed,44.98,android,2024-12-15 08:04:35
ORD000308,U00626,R0046,completed,19.63,ios,2024-12-15 09:48:05
ORD000309,U04419,R0039,completed,16.35,android,2024-12-15 17:27:24
ORD000310,U03687,R0042,completed,47.40,ios,2024-12-15 13:32:04
ORD000311,U03102,R0038,completed,38.19,ios,2024-12-16 10:43:31
ORD000312,U03985,R0012,completed,45.05,android,2024-12-16 23:01:53
ORD000313,U03430,R0014,completed,30.53,ios,2024-12-16 18:06:42
ORD000314,U02383,R0048,completed,30.43,ios,2024-12-16 13:44:21
ORD000315,U00958,R0038,failed,43.41,ios,2024-12-16 20:50:46
ORD000316,U03489,R0026,completed,37.56,ios,2024-12-16 13:04:08
ORD000317,U04282,R0026,completed,29.84,android,2024-12-16 20:18:50
ORD000318,U00397,R0033,completed,31.00,android,2024-12-16 16:32:15
ORD000319,U00906,R0001,cancelled,55.81,android,2024-12-16 08:37:29
ORD000320,U03900,R0018,completed,40.85,ios,2024-12-16 19:26:54
ORD000321,U03906,R0023,completed,21.19,ios,2024-12-16 09:08:45
ORD000322,U03873,R0025,completed,19.88,web,2024-12-16 12:17:45
ORD000323,U03493,R0002,completed,55.02,web,2024-12-16 15:35:54
ORD000324,U02836,R0013,completed,45.19,ios,2024-12-16 11:54:20
ORD000325,U04614,R0027,cancelled,53.85,android,2024-12-16 21:58:34
ORD000326,U02406,R0022,failed,43.14,android,2024-12-16 19:56:58
ORD000327,U00880,R0045,completed,31.54,ios,2024-12-16 12:28:32
ORD000328,U01958,R0037,completed,46.36,ios,2024-12-16 19:23:59
ORD000329,U04188,R0013,failed,32.26,android,2024-12-16 08:49:18
ORD000330,U04328,R0002,cancelled,33.68,ios,2024-12-16 19:42:14
ORD000331,U04982,R0032,completed,39.07,ios,2024-12-16 13:00:42
ORD000332,U02101,R0041,completed,47.04,ios,2024-12-16 15:04:10
ORD000333,U04047,R0026,completed,53.36,ios,2024-12-16 10:10:01
ORD000334,U04189,R0015,completed,28.29,ios,2024-12-16 10:57:24
ORD000335,U04569,R0001,cancelled,35.70,ios,2024-12-16 17:00:22
ORD000336,U03101,R0032,completed,51.25,ios,2024-12-16 20:37:26
ORD000337,U00194,R0021,completed,26.73,android,2024-12-16 10:15:04
ORD000338,U00056,R0038,completed,57.58,ios,2024-12-16 11:27:57
ORD000339,U02903,R0032,completed,48.58,android,2024-12-16 18:48:22
ORD000340,U02765,R0028,cancelled,39.02,android,2024-12-16 09:13:06
ORD000341,U01666,R0028,completed,52.76,ios,2024-12-16 11:31:49
ORD000342,U00263,R0044,completed,16.47,android,2024-12-16 05:00:54
ORD000343,U02808,R0025,completed,20.50,ios,2024-12-16 19:49:46
ORD000344,U00241,R0005,completed,56.24,ios,2024-12-16 22:59:02
ORD000345,U02849,R0033,completed,57.22,android,2024-12-16 13:48:45
ORD000346,U02954,R0047,completed,37.33,ios,2024-12-16 12:36:14
ORD000347,U03349,R0003,completed,39.95,web,2024-12-16 10:36:33
ORD000348,U03573,R0032,completed,18.05,ios,2024-12-16 08:00:22
ORD000349,U02422,R0042,cancelled,50.68,ios,2024-12-16 17:06:05
ORD000350,U03045,R0042,completed,16.88,web,2024-12-16 16:55:47
ORD000351,U02808,R0011,completed,44.78,ios,2024-12-16 20:20:36
ORD000352,U00349,R0047,completed,45.75,ios,2024-12-16 08:35:34
ORD000353,U03781,R0027,completed,59.43,android,2024-12-16 13:40:24
ORD000354,U04387,R0047,completed,38.56,web,2024-12-16 21:53:04
ORD000355,U04031,R0020,completed,15.75,web,2024-12-16 16:30:35
ORD000356,U04348,R0019,completed,28.06,ios,2024-12-16 10:33:06
ORD000357,U02278,R0016,completed,22.25,android,2024-12-16 18:40:39
ORD000358,U04274,R0029,cancelled,46.75,web,2024-12-16 19:15:32
ORD000359,U00041,R0031,completed,20.51,ios,2024-12-16 15:35:20
ORD000360,U02099,R0007,completed,18.50,ios,2024-12-16 13:21:28
ORD000361,U02111,R0029,completed,37.20,web,2024-12-16 23:50:55
ORD000362,U02901,R0036,completed,42.30,web,2024-12-16 20:03:58
ORD000363,U04190,R0021,completed,51.17,ios,2024-12-16 12:39:48
ORD000364,U01206,R0044,completed,52.62,web,2024-12-16 01:28:31
ORD000365,U00617,R0039,cancelled,54.24,android,2024-12-16 19:30:42
ORD000366,U01981,R0021,completed,30.37,web,2024-12-16 06:59:25
ORD000367,U03909,R0031,completed,57.66,ios,2024-12-16 07:47:19
ORD000368,U04276,R0023,completed,49.45,ios,2024-12-16 19:51:19
ORD000369,U04580,R0034,completed,38.93,android,2024-12-16 12:46:26
ORD000370,U03324,R0037,completed,58.52,android,2024-12-16 20:23:06
ORD000371,U00575,R0008,completed,29.16,android,2024-12-16 21:50:14
ORD000372,U01902,R0005,completed,29.39,android,2024-12-16 19:31:02
ORD000373,U00331,R0043,completed,33.62,android,2024-12-16 23:00:38
ORD000374,U02775,R0048,cancelled,24.43,android,2024-12-16 15:16:27
ORD000375,U00600,R0012,completed,49.17,ios,2024-12-16 22:03:15
ORD000376,U01535,R0048,completed,48.55,web,2024-12-16 10:15:54
ORD000377,U01455,R0016,completed,28.53,ios,2024-12-16 12:17:49
ORD000378,U00515,R0022,completed,18.47,ios,2024-12-16 20:46:30
ORD000379,U04870,R0041,cancelled,21.01,web,2024-12-16 14:52:40
