event_id,user_id,session_id,event_type,platform,device,app_version,timestamp
E0000027,U00630,S0000008,order_complete,ios,iPhone SE,4.2.1,2024-12-15 19:44:42
E0000028,U00671,S0000009,app_open,ios,iPhone 14,4.2.1,2024-12-15 12:25:38
E0000029,U00671,S0000009,restaurant_view,ios,iPhone 14,4.2.1,2024-12-15 12:25:55
E0000030,U00671,S0000009,add_to_cart,ios,iPhone 14,4.2.1,2024-12-15 12:26:17
E0000031,U00671,S0000009,checkout_start,ios,iPhone 14,4.2.1,2024-12-15 12:26:37
E0000032,U00671,S0000009,payment_attempt,ios,iPhone 14,4.2.1,2024-12-15 12:26:47
E0000033,U00671,S0000009,order_complete,ios,iPhone 14,4.2.1,2024-12-15 12:27:14
E0000034,U01730,S0000010,app_open,android,Samsung A54,4.2.1,2024-12-15 05:18:37
E0000035,U01730,S0000010,restaurant_view,android,Samsung A54,4.2.1,2024-12-15 05:18:42
E0000036,U01730,S0000010,add_to_cart,android,Samsung A54,4.2.1,2024-12-15 05:18:46
E0000037,U03053,S0000011,app_open,android,Samsung S23,4.2.1,2024-12-15 15:05:58
E0000038,U03053,S0000011,restaurant_view,android,Samsung S23,4.2.1,2024-12-15 15:06:32
E0000039,U03053,S0000011,add_to_cart,android,Samsung S23,4.2.1,2024-12-15 15:07:14
E0000040,U03053,S0000011,checkout_start,android,Samsung S23,4.2.1,2024-12-15 15:07:56
E0000041,U03053,S0000011,payment_attempt,android,Samsung S23,4.2.1,2024-12-15 15:07:59
E0000042,U03053,S0000011,order_complete,android,Samsung S23,4.2.1,2024-12-15 15:08:19
E0000043,U01583,S0000012,app_open,ios,iPhone 15,4.2.1,2024-12-15 15:41:01
E0000044,U01583,S0000012,restaurant_view,ios,iPhone 15,4.2.1,2024-12-15 15:41:36
E0000045,U01583,S0000012,add_to_cart,ios,iPhone 15,4.2.1,2024-12-15 15:42:14
E0000046,U01583,S0000012,checkout_start,ios,iPhone 15,4.2.1,2024-12-15 15:42:51
E0000047,U04934,S0000013,app_open,android,Samsung A54,4.2.1,2024-12-15 12:27:05
E0000048,U04934,S0000013,restaurant_view,android,Samsung A54,4.2.1,2024-12-15 12:27:38
E0000049,U01202,S0000014,app_open,android,Samsung S23,4.2.1,2024-12-15 18:05:47
E0000050,U01202,S0000014,restaurant_view,android,Samsung S23,4.2.1,2024-12-15 18:06:32
E0000051,U03375,S0000015,app_open,ios,iPhone 14 Pro,4.2.1,2024-12-15 09:18:39
E0000052,U03375,S0000015,restaurant_view,ios,iPhone 14 Pro,4.2.1,2024-12-15 09:19:22
E0000053,U03375,S0000015,add_to_cart,ios,iPhone 14 Pro,4.2.1,2024-12-15 09:19:52
E0000054,U03375,S0000015,checkout_start,ios,iPhone 14 Pro,4.2.1,2024-12-15 09:20:26
E0000055,U03375,S0000015,payment_attempt,ios,iPhone 14 Pro,4.2.1,2024-12-15 09:20:51
E0000056,U03375,S0000015,order_complete,ios,iPhone 14 Pro,4.2.1,2024-12-15 09:20:55
E0000057,U04171,S0000016,app_open,android,Samsung S23 Ultra,4.2.1,2024-12-15 22:54:33
E0000058,U04171,S0000016,restaurant_view,android,Samsung S23 Ultra,4.2.1,2024-12-15 22:54:58
E0000059,U04171,S0000016,add_to_cart,android,Samsung S23 Ultra,4.2.1,2024-12-15 22:55:15
E0000060,U04171,S0000016,checkout_start,android,Samsung S23 Ultra,4.2.1,2024-12-15 22:55:33
E0000061,U04171,S0000016,payment_attempt,android,Samsung S23 Ultra,4.2.1,2024-12-15 22:55:37
E0000062,U04171,S0000016,order_complete,android,Samsung S23 Ultra,4.2.1,2024-12-15 22:55:55
E0000063,U00283,S0000017,app_open,ios,iPhone 15,4.2.1,2024-12-15 18:14:58
E0000064,U00283,S0000017,restaurant_view,ios,iPhone 15,4.2.1,2024-12-15 18:15:21
E0000065,U00403,S0000018,app_open,web,Chrome,4.2.1,2024-12-15 19:46:49
E0000066,U00403,S0000018,restaurant_view,web,Chrome,4.2.1,2024-12-15 19:46:55
E0000067,U00403,S0000018,add_to_cart,web,Chrome,4.2.1,2024-12-15 19:47:20
E0000068,U00403,S0000018,checkout_start,web,Chrome,4.2.1,2024-12-15 19:48:01
E0000069,U00403,S0000018,payment_attempt,web,Chrome,4.2.1,2024-12-15 19:48:33
E0000070,U00403,S0000018,order_complete,web,Chrome,4.2.1,2024-12-15 19:48:41
E0000071,U04080,S0000019,app_open,ios,iPhone 14 Pro,4.2.1,2024-12-15 21:36:58
E0000072,U03567,S0000020,app_open,android,Samsung A54,4.2.1,2024-12-15 22:24:27
E0000073,U03567,S0000020,restaurant_view,android,Samsung A54,4.2.1,2024-12-15 22:25:04
E0000074,U03567,S0000020,add_to_cart,android,Samsung A54,4.2.1,2024-12-15 22:25:44
E0000075,U03567,S0000020,checkout_start,android,Samsung A54,4.2.1,2024-12-15 22:26:04
E0000076,U03567,S0000020,payment_attempt,android,Samsung A54,4.2.1,2024-12-15 22:26:48
E0000077,U03567,S0000020,order_complete,android,Samsung A54,4.2.1,2024-12-15 22:26:55
E0000078,U02292,S0000021,app_open,web,Safari,4.2.1,2024-12-15 16:41:22
E0000079,U02292,S0000021,restaurant_view,web,Safari,4.2.1,2024-12-15 16:41:50
E0000080,U02292,S0000021,add_to_cart,web,Safari,4.2.1,2024-12-15 16:42:05
E0000081,U04259,S0000022,app_open,android,Samsung S23 Ultra,4.2.1,2024-12-15 03:18:22
E0000082,U04259,S0000022,restaurant_view,android,Samsung S23 Ultra,4.2.1,2024-12-15 03:18:44
E0000083,U00079,S0000023,app_open,web,Firefox,4.2.1,2024-12-15 19:08:43
E0000084,U00079,S0000023,restaurant_view,web,Firefox,4.2.1,2024-12-15 19:09:08
E0000085,U00079,S0000023,add_to_cart,web,Firefox,4.2.1,2024-12-15 19:09:17
E0000086,U00079,S0000023,checkout_start,web,Firefox,4.2.1,2024-12-15 19:09:53
E0000087,U00079,S0000023,payment_attempt,web,Firefox,4.2.1,2024-12-15 19:10:25
E0000088,U00079,S0000023,order_complete,web,Firefox,4.2.1,2024-12-15 19:10:34
E0000089,U03481,S0000024,app_open,android,Pixel 7 Pro,4.2.1,2024-12-15 07:49:55
E0000090,U03481,S0000024,restaurant_view,android,Pixel 7 Pro,4.2.1,2024-12-15 07:50:05
E0000091,U03481,S0000024,add_to_cart,android,Pixel 7 Pro,4.2.1,2024-12-15 07:50:29
E0000092,U03481,S0000024,checkout_start,android,Pixel 7 Pro,4.2.1,2024-12-15 07:50:40
E0000093,U03481,S0000024,payment_attempt,android,Pixel 7 Pro,4.2.1,2024-12-15 07:51:19
E0000094,U03481,S0000024,order_complete,android,Pixel 7 Pro,4.2.1,2024-12-15 07:51:26
E0000095,U02150,S0000025,app_open,android,Pixel 7 Pro,4.2.1,2024-12-15 22:31:01
E0000096,U02150,S0000025,restaurant_view,android,Pixel 7 Pro,4.2.1,2024-12-15 22:31:36
E0000097,U04673,S0000026,app_open,ios,iPhone 15 Pro,4.2.1,2024-12-15 08:27:57
E0000098,U04673,S0000026,restaurant_view,ios,iPhone 15 Pro,4.2.1,2024-12-15 08:28:07
E0000099,U04673,S0000026,add_to_cart,ios,iPhone 15 Pro,4.2.1,2024-12-15 08:28:33
E0000100,U04673,S0000026,checkout_start,ios,iPhone 15 Pro,4.2.1,2024-12-15 08:28:52
E0000101,U04673,S0000026,payment_attempt,ios,iPhone 15 Pro,4.2.1,2024-12-15 08:29:26
E0000102,U04657,S0000027,app_open,android,Pixel 7,4.2.1,2024-12-15 17:22:43
E0000103,U04657,S0000027,restaurant_view,android,Pixel 7,4.2.1,2024-12-15 17:23:18
E0000104,U04657,S0000027,add_to_cart,android,Pixel 7,4.2.1,2024-12-15 17:23:56
E0000105,U04657,S0000027,checkout_start,android,Pixel 7,4.2.1,2024-12-15 17:24:33
E0000106,U04657,S0000027,payment_attempt,android,Pixel 7,4.2.1,2024-12-15 17:24:44
E0000107,U04657,S0000027,order_complete,android,Pixel 7,4.2.1,2024-12-15 17:24:56
E0000108,U04205,S0000028,app_open,web,Safari,4.2.1,2024-12-15 05:45:09
E0000109,U04205,S0000028,restaurant_view,web,Safari,4.2.1,2024-12-15 05:45:34
E0000110,U01247,S0000029,app_open,android,Samsung S23,4.2.1,2024-12-15 08:53:37
E0000111,U01247,S0000029,restaurant_view,android,Samsung S23,4.2.1,2024-12-15 08:54:22
E0000112,U01247,S0000029,add_to_cart,android,Samsung S23,4.2.1,2024-12-15 08:54:56
E0000113,U01247,S0000029,checkout_start,android,Samsung S23,4.2.1,2024-12-15 08:55:27
E0000114,U01247,S0000029,payment_attempt,android,Samsung S23,4.2.1,2024-12-15 08:55:47
E0000115,U01247,S0000029,order_complete,android,Samsung S23,4.2.1,2024-12-15 08:55:54
E0000116,U01212,S0000030,app_open,ios,iPhone 15,4.2.1,2024-12-15 11:16:09
E0000117,U02924,S0000031,app_open,ios,iPhone 14,4.2.1,2024-12-15 14:27:51
E0000118,U02924,S0000031,restaurant_view,ios,iPhone 14,4.2.1,2024-12-15 14:28:36
E0000119,U01994,S0000032,app_open,web,Edge,4.2.1,2024-12-15 01:30:30
E0000120,U01994,S0000032,restaurant_view,web,Edge,4.2.1,2024-12-15 01:30:46
E0000121,U01994,S0000032,add_to_cart,web,Edge,4.2.1,2024-12-15 01:31:00
E0000122,U01994,S0000032,checkout_start,web,Edge,4.2.1,2024-12-15 01:31:36
E0000123,U01994,S0000032,payment_attempt,web,Edge,4.2.1,2024-12-15 01:32:17
E0000124,U01994,S0000032,order_complete,web,Edge,4.2.1,2024-12-15 01:32:41
E0000125,U03872,S0000033,app_open,web,Edge,4.2.1,2024-12-15 11:08:52
E0000126,U03872,S0000033,restaurant_view,web,Edge,4.2.1,2024-12-15 11:09:00
E0000127,U03872,S0000033,add_to_cart,web,Edge,4.2.1,2024-12-15 11:09:38
E0000128,U03872,S0000033,checkout_start,web,Edge,4.2.1,2024-12-15 11:10:07
E0000129,U03872,S0000033,payment_attempt,web,Edge,4.2.1,2024-12-15 11:10:37
E0000130,U03872,S0000033,order_complete,web,Edge,4.2.1,2024-12-15 11:10:58
E0000131,U02723,S0000034,app_open,ios,iPhone 14,4.2.1,2024-12-15 01:48:17
E0000132,U02723,S0000034,restaurant_view,ios,iPhone 14,4.2.1,2024-12-15 01:48:20
E0000133,U02723,S0000034,add_to_cart,ios,iPhone 14,4.2.1,2024-12-15 01:48:39
E0000134,U02723,S0000034,checkout_start,ios,iPhone 14,4.2.1,2024-12-15 01:48:51
E0000135,U02723,S0000034,payment_attempt,ios,iPhone 14,4.2.1,2024-12-15 01:49:13
E0000136,U02723,S0000034,order_complete,ios,iPhone 14,4.2.1,2024-12-15 01:49:44
E0000137,U00956,S0000035,app_open,web,Chrome,4.2.1,2024-12-15 11:42:46
E0000138,U00956,S0000035,restaurant_view,web,Chrome,4.2.1,2024-12-15 11:43:30
E0000139,U00956,S0000035,add_to_cart,web,Chrome,4.2.1,2024-12-15 11:43:55
E0000140,U00956,S0000035,checkout_start,web,Chrome,4.2.1,2024-12-15 11:44:37
E0000141,U00956,S0000035,payment_attempt,web,Chrome,4.2.1,2024-12-15 11:45:00
E0000142,U00956,S0000035,order_complete,web,Chrome,4.2.1,2024-12-15 11:45:32
E0000143,U03917,S0000036,app_open,android,Samsung A54,4.2.1,2024-12-15 12:35:22
E0000144,U03917,S0000036,restaurant_view,android,Samsung A54,4.2.1,2024-12-15 12:35:49
E0000145,U03917,S0000036,add_to_cart,android,Samsung A54,4.2.1,2024-12-15 12:35:53
E0000146,U03917,S0000036,checkout_start,android,Samsung A54,4.2.1,2024-12-15 12:36:11
E0000147,U03917,S0000036,payment_attempt,android,Samsung A54,4.2.1,2024-12-15 12:36:46
E0000148,U03917,S0000036,order_complete,android,Samsung A54,4.2.1,2024-12-15 12:36:59
E0000149,U00392,S0000037,app_open,web,Safari,4.2.1,2024-12-15 13:08:42
E0000150,U00392,S0000037,restaurant_view,web,Safari,4.2.1,2024-12-15 13:09:02
E0000151,U00392,S0000037,add_to_cart,web,Safari,4.2.1,2024-12-15 13:09:38
E0000152,U00392,S0000037,checkout_start,web,Safari,4.2.1,2024-12-15 13:10:11
E0000153,U00392,S0000037,payment_attempt,web,Safari,4.2.1,2024-12-15 13:10:41
E0000154,U00392,S0000037,order_complete,web,Safari,4.2.1,2024-12-15 13:11:13
E0000155,U00913,S0000038,app_open,ios,iPhone 15,4.2.1,2024-12-15 14:35:27
E0000156,U00913,S0000038,restaurant_view,ios,iPhone 15,4.2.1,2024-12-15 14:35:37
E0000157,U00913,S0000038,add_to_cart,ios,iPhone 15,4.2.1,2024-12-15 14:36:05
E0000158,U00913,S0000038,checkout_start,ios,iPhone 15,4.2.1,2024-12-15 14:36:16
E0000159,U00913,S0000038,payment_attempt,ios,iPhone 15,4.2.1,2024-12-15 14:36:36
E0000160,U00913,S0000038,order_complete,ios,iPhone 15,4.2.1,2024-12-15 14:36:49
E0000161,U00728,S0000039,app_open,ios,iPhone 15 Pro,4.2.1,2024-12-15 15:07:55
E0000162,U00728,S0000039,restaurant_view,ios,iPhone 15 Pro,4.2.1,2024-12-15 15:08:27
E0000163,U00728,S0000039,add_to_cart,ios,iPhone 15 Pro,4.2.1,2024-12-15 15:08:36
E0000164,U00696,S0000040,app_open,android,Pixel 7 Pro,4.2.1,2024-12-15 21:33:15
E0000165,U00696,S0000040,restaurant_view,android,Pixel 7 Pro,4.2.1,2024-12-15 21:33:23
E0000166,U03500,S0000041,app_open,ios,iPhone SE,4.2.1,2024-12-15 12:03:35
E0000167,U00453,S0000042,app_open,web,Safari,4.2.1,2024-12-15 13:40:59
E0000168,U03076,S0000043,app_open,android,Samsung S23,4.2.1,2024-12-15 19:15:38
E0000169,U03076,S0000043,restaurant_view,android,Samsung S23,4.2.1,2024-12-15 19:16:03
E0000170,U03076,S0000043,add_to_cart,android,Samsung S23,4.2.1,2024-12-15 19:16:42
E0000171,U04137,S0000044,app_open,android,Samsung S23 Ultra,4.2.1,2024-12-15 18:47:01
E0000172,U04137,S0000044,restaurant_view,android,Samsung S23 Ultra,4.2.1,2024-12-15 18:47:38
E0000173,U04137,S0000044,add_to_cart,android,Samsung S23 Ultra,4.2.1,2024-12-15 18:48:04
E0000174,U04137,S0000044,checkout_start,android,Samsung S23 Ultra,4.2.1,2024-12-15 18:48:38
E0000175,U04137,S0000044,payment_attempt,android,Samsung S23 Ultra,4.2.1,2024-12-15 18:48:56
E0000176,U03559,S0000045,app_open,ios,iPhone 14 Pro,4.2.1,2024-12-15 23:13:38
E0000177,U03559,S0000045,restaurant_view,ios,iPhone 14 Pro,4.2.1,2024-12-15 23:14:22
E0000178,U03559,S0000045,add_to_cart,ios,iPhone 14 Pro,4.2.1,2024-12-15 23:14:44
E0000179,U03559,S0000045,checkout_start,ios,iPhone 14 Pro,4.2.1,2024-12-15 23:15:21
E0000180,U04732,S0000046,app_open,ios,iPhone 14 Pro,4.2.1,2024-12-15 07:40:33
E0000181,U04732,S0000046,restaurant_view,ios,iPhone 14 Pro,4.2.1,2024-12-15 07:41:17
E0000182,U04732,S0000046,add_to_cart,ios,iPhone 14 Pro,4.2.1,2024-12-15 07:41:50
E0000183,U04732,S0000046,checkout_start,ios,iPhone 14 Pro,4.2.1,2024-12-15 07:41:54
E0000184,U04732,S0000046,payment_attempt,ios,iPhone 14 Pro,4.2.1,2024-12-15 07:42:21
E0000185,U04732,S0000046,order_complete,ios,iPhone 14 Pro,4.2.1,2024-12-15 07:42:31
E0000186,U04656,S0000047,app_open,ios,iPhone 14,4.2.1,2024-12-15 09:06:44
E0000187,U04656,S0000047,restaurant_view,ios,iPhone 14,4.2.1,2024-12-15 09:07:00
E0000188,U04288,S0000048,app_open,ios,iPhone 15,4.2.1,2024-12-15 18:00:57
E0000189,U04288,S0000048,restaurant_view,ios,iPhone 15,4.2.1,2024-12-15 18:01:04
E0000190,U01042,S0000049,app_open,android,Samsung A54,4.2.1,2024-12-15 11:08:30
E0000191,U01042,S0000049,restaurant_view,android,Samsung A54,4.2.1,2024-12-15 11:08:54
E0000192,U00168,S0000050,app_open,ios,iPhone SE,4.2.1,2024-12-15 11:47:51
E0000193,U00168,S0000050,restaurant_view,ios,iPhone SE,4.2.1,2024-12-15 11:48:33
E0000194,U00621,S0000051,app_open,ios,iPhone SE,4.2.1,2024-12-15 22:34:16
E0000195,U00621,S0000051,restaurant_view,ios,iPhone SE,4.2.1,2024-12-15 22:34:32
E0000196,U00656,S0000052,app_open,android,Samsung S23 Ultra,4.2.1,2024-12-15 15:53:11
E0000197,U00775,S0000053,app_open,android,Samsung A54,4.2.1,2024-12-15 08:50:48
E0000198,U00775,S0000053,restaurant_view,android,Samsung A54,4.2.1,2024-12-15 08:51:25
E0000199,U00775,S0000053,add_to_cart,android,Samsung A54,4.2.1,2024-12-15 08:51:52
E0000200,U04044,S0000054,app_open,ios,iPhone 14 Pro,4.2.1,2024-12-15 12:52:06
E0000201,U04044,S0000054,restaurant_view,ios,iPhone 14 Pro,4.2.1,2024-12-15 12:52:31
E0000202,U04710,S0000055,app_open,android,Pixel 7,4.2.1,2024-12-15 20:57:20
E0000203,U04710,S0000055,restaurant_view,android,Pixel 7,4.2.1,2024-12-15 20:57:27
E0000204,U04710,S0000055,add_to_cart,android,Pixel 7,4.2.1,2024-12-15 20:57:44
E0000205,U04710,S0000055,checkout_start,android,Pixel 7,4.2.1,2024-12-15 20:58:13
E0000206,U04710,S0000055,payment_attempt,android,Pixel 7,4.2.1,2024-12-15 20:58:55
E0000207,U04710,S0000055,order_complete,android,Pixel 7,4.2.1,2024-12-15 20:59:02
E0000208,U04783,S0000056,app_open,ios,iPhone 14,4.2.1,2024-12-15 12:51:34
E0000209,U04783,S0000056,restaurant_view,ios,iPhone 14,4.2.1,2024-12-15 12:52:12
E0000210,U01598,S0000057,app_open,android,Samsung S23,4.2.1,2024-12-15 09:31:08
E0000211,U01598,S0000057,restaurant_view,android,Samsung S23,4.2.1,2024-12-15 09:31:32
E0000212,U02182,S0000058,app_open,ios,iPhone 15 Pro,4.2.1,2024-12-15 11:18:11
E0000213,U02182,S0000058,restaurant_view,ios,iPhone 15 Pro,4.2.1,2024-12-15 11:18:47
E0000214,U02182,S0000058,add_to_cart,ios,iPhone 15 Pro,4.2.1,2024-12-15 11:19:13
E0000215,U02182,S0000058,checkout_start,ios,iPhone 15 Pro,4.2.1,2024-12-15 11:19:45
E0000216,U00934,S0000059,app_open,android,Pixel 7,4.2.1,2024-12-15 21:47:48
E0000217,U00934,S0000059,restaurant_view,android,Pixel 7,4.2.1,2024-12-15 21:48:19
E0000218,U00934,S0000059,add_to_cart,android,Pixel 7,4.2.1,2024-12-15 21:48:38
E0000219,U02191,S0000060,app_open,web,Firefox,4.2.1,2024-12-15 10:25:31
E0000220,U02991,S0000061,app_open,android,Samsung S23 Ultra,4.2.1,2024-12-15 15:56:45
E0000221,U02991,S0000061,restaurant_view,android,Samsung S23 Ultra,4.2.1,2024-12-15 15:56:53
E0000222,U02991,S0000061,add_to_cart,android,Samsung S23 Ultra,4.2.1,2024-12-15 15:57:14
E0000223,U02991,S0000061,checkout_start,android,Samsung S23 Ultra,4.2.1,2024-12-15 15:57:57
E0000224,U02991,S0000061,payment_attempt,android,Samsung S23 Ultra,4.2.1,2024-12-15 15:58:12
E0000225,U02991,S0000061,order_complete,android,Samsung S23 Ultra,4.2.1,2024-12-15 15:58:29
E0000226,U01442,S0000062,app_open,web,Edge,4.2.1,2024-12-15 22:50:50
E0000227,U01442,S0000062,restaurant_view,web,Edge,4.2.1,2024-12-15 22:51:20
E0000228,U02524,S0000063,app_open,android,Pixel 7,4.2.1,2024-12-15 13:48:30
E0000229,U04180,S0000064,app_open,android,Pixel 7,4.2.1,2024-12-15 18:24:37
E0000230,U04180,S0000064,restaurant_view,android,Pixel 7,4.2.1,2024-12-15 18:25:22
E0000231,U04180,S0000064,add_to_cart,android,Pixel 7,4.2.1,2024-12-15 18:25:58
E0000232,U04180,S0000064,checkout_start,android,Pixel 7,4.2.1,2024-12-15 18:26:34
E0000233,U04180,S0000064,payment_attempt,android,Pixel 7,4.2.1,2024-12-15 18:26:48
E0000234,U04180,S0000064,order_complete,android,Pixel 7,4.2.1,2024-12-15 18:27:16
E0000235,U01689,S0000065,app_open,android,Pixel 7,4.2.1,2024-12-15 13:55:23
E0000236,U02547,S0000066,app_open,android,Samsung A54,4.2.1,2024-12-15 14:51:49
E0000237,U02547,S0000066,restaurant_view,android,Samsung A54,4.2.1,2024-12-15 14:52:10
E0000238,U02547,S0000066,add_to_cart,android,Samsung A54,4.2.1,2024-12-15 14:52:39
E0000239,U02547,S0000066,checkout_start,android,Samsung A54,4.2.1,2024-12-15 14:53:18
E0000240,U02547,S0000066,payment_attempt,android,Samsung A54,4.2.1,2024-12-15 14:53:35
E0000241,U02547,S0000066,order_complete,android,Samsung A54,4.2.1,2024-12-15 14:54:15
E0000242,U01121,S0000067,app_open,ios,iPhone SE,4.2.1,2024-12-15 21:22:06
E0000243,U00264,S0000068,app_open,ios,iPhone 15 Pro,4.2.1,2024-12-15 02:19:29
E0000244,U00264,S0000068,restaurant_view,ios,iPhone 15 Pro,4.2.1,2024-12-15 02:19:50
E0000245,U00264,S0000068,add_to_cart,ios,iPhone 15 Pro,4.2.1,2024-12-15 02:20:08
E0000246,U00264,S0000068,checkout_start,ios,iPhone 15 Pro,4.2.1,2024-12-15 02:20:40
E0000247,U00264,S0000068,payment_attempt,ios,iPhone 15 Pro,4.2.1,2024-12-15 02:20:51
E0000248,U00264,S0000068,order_complete,ios,iPhone 15 Pro,4.2.1,2024-12-15 02:21:16
E0000249,U03082,S0000069,app_open,android,Pixel 7 Pro,4.2.1,2024-12-15 20:09:23
E0000250,U03082,S0000069,restaurant_view,android,Pixel 7 Pro,4.2.1,2024-12-15 20:10:02
E0000251,U03082,S0000069,add_to_cart,android,Pixel 7 Pro,4.2.1,2024-12-15 20:10:16
E0000252,U03082,S0000069,checkout_start,android,Pixel 7 Pro,4.2.1,2024-12-15 20:10:59
E0000253,U03082,S0000069,payment_attempt,android,Pixel 7 Pro,4.2.1,2024-12-15 20:11:15
E0000254,U03082,S0000069,order_complete,android,Pixel 7 Pro,4.2.1,2024-12-15 20:11:51
E0000255,U01120,S0000070,app_open,android,Pixel 7 Pro,4.2.1,2024-12-15 14:34:29
E0000256,U01120,S0000070,restaurant_view,android,Pixel 7 Pro,4.2.1,2024-12-15 14:35:11
E0000257,U01120,S0000070,add_to_cart,android,Pixel 7 Pro,4.2.1,2024-12-15 14:35:31
E0000258,U01120,S0000070,checkout_start,android,Pixel 7 Pro,4.2.1,2024-12-15 14:35:46
E0000259,U01120,S0000070,payment_attempt,android,Pixel 7 Pro,4.2.1,2024-12-15 14:36:30
E0000260,U01120,S0000070,order_complete,android,Pixel 7 Pro,4.2.1,2024-12-15 14:36:33
E0000261,U04234,S0000071,app_open,android,Samsung A54,4.2.1,2024-12-15 15:04:34
E0000262,U04234,S0000071,restaurant_view,android,Samsung A54,4.2.1,2024-12-15 15:04:37
E0000263,U04234,S0000071,add_to_cart,android,Samsung A54,4.2.1,2024-12-15 15:04:49
E0000264,U04234,S0000071,checkout_start,android,Samsung A54,4.2.1,2024-12-15 15:05:19
E0000265,U04234,S0000071,payment_attempt,android,Samsung A54,4.2.1,2024-12-15 15:05:33
E0000266,U04234,S0000071,order_complete,android,Samsung A54,4.2.1,2024-12-15 15:05:38
E0000267,U03584,S0000072,app_open,web,Firefox,4.2.1,2024-12-15 10:50:02
E0000268,U03584,S0000072,restaurant_view,web,Firefox,4.2.1,2024-12-15 10:50:20
E0000269,U03584,S0000072,add_to_cart,web,Firefox,4.2.1,2024-12-15 10:51:05
E0000270,U04059,S0000073,app_open,ios,iPhone SE,4.2.1,2024-12-15 18:57:02
E0000271,U04059,S0000073,restaurant_view,ios,iPhone SE,4.2.1,2024-12-15 18:57:06
E0000272,U04059,S0000073,add_to_cart,ios,iPhone SE,4.2.1,2024-12-15 18:57:43
E0000273,U04059,S0000073,checkout_start,ios,iPhone SE,4.2.1,2024-12-15 18:57:48
E0000274,U04059,S0000073,payment_attempt,ios,iPhone SE,4.2.1,2024-12-15 18:58:05
E0000275,U04059,S0000073,order_complete,ios,iPhone SE,4.2.1,2024-12-15 18:58:11
E0000276,U01920,S0000074,app_open,ios,iPhone SE,4.2.1,2024-12-15 17:44:25
E0000277,U03749,S0000075,app_open,android,Pixel 7,4.2.1,2024-12-15 06:05:57
E0000278,U03162,S0000076,app_open,android,Samsung S23,4.2.1,2024-12-15 07:29:42
E0000279,U03162,S0000076,restaurant_view,android,Samsung S23,4.2.1,2024-12-15 07:29:56
E0000280,U02356,S0000077,app_open,web,Edge,4.2.1,2024-12-15 13:32:08
E0000281,U02356,S0000077,restaurant_view,web,Edge,4.2.1,2024-12-15 13:32:28
E0000282,U00271,S0000078,app_open,ios,iPhone 14 Pro,4.2.1,2024-12-15 21:50:20
E0000283,U00271,S0000078,restaurant_view,ios,iPhone 14 Pro,4.2.1,2024-12-15 21:50:55
E0000284,U00271,S0000078,add_to_cart,ios,iPhone 14 Pro,4.2.1,2024-12-15 21:51:37
